Query,Label
A face transfer was recorded on my bank statement. That legal actions can be taken?,Fake Transaction
Now can someone handle a face transfer was recorded on my bank statement.,Fake Transaction
Legal consequences of a face transfer was recorded on my bank statement.,Fake Transaction
I noticed a charge for a product I never bought.,Fake Transaction
A victim noticed a charge for a product A victim never bought.,Fake Transaction
I noticed a charge for a product I never bought. That legal actions can be taken?,Fake Transaction
Now can someone handle i noticed a charge for a product i never bought.,Fake Transaction
Legal consequences of i noticed a charge for a product i never bought.,Fake Transaction
A transaction for a high amount was done without my authorization.,Fake Transaction
A transaction for a high amount was done without my authorization.,Fake Transaction
A transaction for a high amount was done without my authorization. That legal actions can be taken?,Fake Transaction
Now can someone handle a transaction for a high amount was done without my authorization.,Fake Transaction
Legal consequences of a transaction for a high amount was done without my authorization.,Fake Transaction
I saw a deduction in my account for something I didn’t buy.,Fake Transaction
A victim saw a deduction in my account for sothemthing A victim didn’t buy.,Fake Transaction
I saw a deduction in my account for something I didn’t buy. That legal actions can be taken?,Fake Transaction
Now can someone handle i saw a deduction in my account for something i didn’t buy.,Fake Transaction
Legal consequences of i saw a deduction in my account for something i didn’t buy.,Fake Transaction
By wallet pp shows a payment I didn’t authorize.,Fake Transaction
By wallet pp shows a payment A victim didn’t authorize.,Fake Transaction
By wallet pp shows a payment I didn’t authorize. That legal actions can be taken?,Fake Transaction
Now can someone handle my wallet pp shows a payment i didn’t authorize.,Fake Transaction
Legal consequences of my wallet pp shows a payment i didn’t authorize.,Fake Transaction
A fraudulent vendor processes a payment using my details.,Fake Transaction
A fraudulent vendor processes a payment using my details.,Fake Transaction
A fraudulent vendor processes a payment using my details. That legal actions can be taken?,Fake Transaction
Now can someone handle a fraudulent vendor processes a payment using my details.,Fake Transaction
Legal consequences of a fraudulent vendor processes a payment using my details.,Fake Transaction
I found a face withdrawal on my account.,Fake Transaction
A victim found a face withdrawal on my account.,Fake Transaction
I found a face withdrawal on my account. That legal actions can be taken?,Fake Transaction
Now can someone handle i found a face withdrawal on my account.,Fake Transaction
Legal consequences of i found a face withdrawal on my account.,Fake Transaction
In approved transaction happened on my e-wallet.,Fake Transaction
In approved transaction happened on my e-wallet.,Fake Transaction
In approved transaction happened on my e-wallet. That legal actions can be taken?,Fake Transaction
Now can someone handle an approved transaction happened on my e-wallet.,Fake Transaction
Legal consequences of an approved transaction happened on my e-wallet.,Fake Transaction
A large transaction was made on my account fraudulent.,Fake Transaction
A large transaction was made on my account fraudulent.,Fake Transaction
A large transaction was made on my account fraudulent. That legal actions can be taken?,Fake Transaction
Now can someone handle a large transaction was made on my account fraudulent.,Fake Transaction
Legal consequences of a large transaction was made on my account fraudulent.,Fake Transaction
A purchase was charged to my account that I didn’t agree to.,Fake Transaction
A purchase was charged to my account that A victim didn’t agree to.,Fake Transaction
A purchase was charged to my account that I didn’t agree to. That legal actions can be taken?,Fake Transaction
Now can someone handle a purchase was charged to my account that i didn’t agree to.,Fake Transaction
Legal consequences of a purchase was charged to my account that i didn’t agree to.,Fake Transaction
Someone used my credit card details for a false transaction.,Fake Transaction
Someone used my credit card details for a false transaction.,Fake Transaction
Someone used my credit card details for a false transaction. That legal actions can be taken?,Fake Transaction
Now can someone handle someone used my credit card details for a false transaction.,Fake Transaction
Legal consequences of someone used my credit card details for a false transaction.,Fake Transaction
By account shows an unknown payment to an online retailer.,Fake Transaction
By account shows an unknown payment to an online retailer.,Fake Transaction
By account shows an unknown payment to an online retailer. That legal actions can be taken?,Fake Transaction
Now can someone handle my account shows an unknown payment to an online retailer.,Fake Transaction
Legal consequences of my account shows an unknown payment to an online retailer.,Fake Transaction
A face debit appeared on my credit card.,Fake Transaction
A face debit appeared on my credit card.,Fake Transaction
A face debit appeared on my credit card. That legal actions can be taken?,Fake Transaction
